42.0,77.04918032786885,87.03703703703704,81.73913043478261,99.94733278158152,106.0,61.06065129897973,0.05266721841847867
7.0,76.11940298507463,94.44444444444444,84.29752066115704,99.95234870714519,99.0,64.77495853924191,0.04765129285481404
13.0,82.35294117647058,91.80327868852459,86.8217054263566,99.95736463270886,90.0,72.09046452754176,0.0426353672911494
23.0,78.125,92.5925925925926,84.7457627118644,99.95485666992701,96.0,66.62611279000438,0.04514333007298172
18.0,80.59701492537313,94.73684210526315,87.09677419354838,99.95987259549068,106.0,71.89404594467885,0.04012740450931708
39.0,69.23076923076923,91.52542372881356,78.83211678832116,99.92726907932686,98.0,50.789986998866766,0.07273092067313722
31.0,80.3030303030303,92.98245614035088,86.17886178861788,99.95736463270886,95.0,70.1363112422406,0.0426353672911494
27.0,78.46153846153847,89.47368421052632,83.60655737704919,99.94984074436334,103.0,64.86486962836064,0.050159255636646354
11.0,77.14285714285715,93.10344827586206,84.37500000000001,99.94984074436334,110.0,65.47324479164412,0.050159255636646354
35.0,75.5813953488372,87.83783783783784,81.25,99.92476111654504,112.0,59.38897011537028,0.07523888345496953
