42.0,86.88524590163934,5.638297872340425,10.589410589410589,97.75537331026007,0.0,4.5996258711775155,2.244626689739924
7.0,80.59701492537313,5.953693495038589,11.08829568788501,97.8281042309332,0.0,4.294428846769471,2.1718957690667873
13.0,86.76470588235294,6.223628691983123,11.614173228346457,97.74784942191458,1.0,5.065854762349975,2.252150578085421
23.0,82.8125,5.573080967402734,10.44334975369458,97.72026183131443,0.0,4.20651489287186,2.2797381686855767
18.0,91.04477611940298,6.130653266331659,11.487758945386066,97.64251498507763,0.0,5.336042835712629,2.3574850149223785
39.0,78.2051282051282,6.695938529088913,12.335692618806874,97.82559626815139,0.0,4.559538464425083,2.1744037318486193
31.0,89.39393939393939,6.28997867803838,11.752988047808765,97.77794497529658,0.0,5.350166739547069,2.222055024703433
27.0,84.61538461538461,5.783385909568875,10.82677165354331,97.72778571965992,0.0,4.524890056205033,2.27221428034008
11.0,85.71428571428571,6.472491909385113,12.036108324974922,97.80051664033306,1.0,5.17622635850562,2.1994833596669423
35.0,77.90697674418605,7.188841201716738,13.163064833005894,97.78296090086023,0.0,4.852162724879383,2.2170390991397686
